RANK,SX,CAT,LOC,Category,COLLEGE,PHASE
225826,F,SC,AP,,"Government Medical College, Machilipatnam",P2
327199,M,SC,AP,NRI,"Government Medical College, Machilipatnam",P2
672681,F,OC,AP,NRI,"Government Medical College, Machilipatnam",P2
757829,M,OC,AP,NRI,"Government Medical College, Machilipatnam",P2
830979,M,OC,AP,NRI,"Government Medical College, Machilipatnam",P2
885427,F,BC-A,AP,NRI,"Government Medical College, Machilipatnam",P2
76952,F,OC,AP,,"Government Medical College, Nandyal",P2
77414,M,OC,AP,,"Government Medical College, Nandyal",P2
78216,F,OC,AP,,"Government Medical College, Nandyal",P2
79223,M,OC,AP,,"Government Medical College, Nandyal",P2
96216,F,OC,AP,,"Government Medical College, Nandyal",P2
107156,M,OC,AP,,"Government Medical College, Nandyal",P2
110441,F,OC,AP,,"Government Medical College, Nandyal",P2
120641,F,OC,AP,,"Government Medical College, Nandyal",P2
125827,F,BC-A,AP,,"Government Medical College, Nandyal",P2
126925,M,BC-B,AP,,"Government Medical College, Nandyal",P2
131436,F,BC-D,AP,,"Government Medical College, Nandyal",P2
132242,F,BC-B,AP,,"Government Medical College, Nandyal",P2
133722,M,OC,AP,,"Government Medical College, Nandyal",P2
135099,M,BC-D,AP,,"Government Medical College, Nandyal",P2
137445,M,OC,AP,,"Government Medical College, Nandyal",P2
138452,F,BC-B,AP,,"Government Medical College, Nandyal",P2
138506,F,OC,AP,,"Government Medical College, Nandyal",P2
138887,F,BC-D,AP,,"Government Medical College, Nandyal",P2
141309,M,OC,AP,,"Government Medical College, Nandyal",P2
143357,M,BC-D,AP,,"Government Medical College, Nandyal",P2
144238,M,OC,AP,,"Government Medical College, Nandyal",P2
144407,M,BC-D,AP,,"Government Medical College, Nandyal",P2
145071,M,BC-D,AP,,"Government Medical College, Nandyal",P2
152216,M,BC-D,AP,,"Government Medical College, Nandyal",P2
156142,M,OC,AP,,"Government Medical College, Nandyal",P2
157379,M,OC,AP,,"Government Medical College, Nandyal",P2
164028,M,SC,AP,,"Government Medical College, Nandyal",P2
165218,M,BC-E,AP,,"Government Medical College, Nandyal",P2
165256,F,OC,AP,,"Government Medical College, Nandyal",P2
175055,M,OC,AP,,"Government Medical College, Nandyal",P2
176537,F,OC,AP,,"Government Medical College, Nandyal",P2
176797,M,OC,AP,,"Government Medical College, Nandyal",P2
178790,M,BC-E,AP,,"Government Medical College, Nandyal",P2
179559,F,BC-D,AP,,"Government Medical College, Nandyal",P2
180212,F,BC-B,AP,,"Government Medical College, Nandyal",P2
180215,F,BC-D,AP,,"Government Medical College, Nandyal",P2
181565,F,OC,AP,,"Government Medical College, Nandyal",P2
181829,M,SC,AP,,"Government Medical College, Nandyal",P2
182818,M,OC,AP,,"Government Medical College, Nandyal",P2
185669,M,OC,AP,,"Government Medical College, Nandyal",P2
185926,M,OC,AP,,"Government Medical College, Nandyal",P2
189313,F,OC,AP,,"Government Medical College, Nandyal",P2
189335,F,OC,AP,,"Government Medical College, Nandyal",P2
200196,F,BC-E,AP,,"Government Medical College, Nandyal",P2
205535,F,SC,AP,,"Government Medical College, Nandyal",P2
315942,M,OC,AP,NRI,"Government Medical College, Nandyal",P2
361384,F,BC-D,AP,NRI,"Government Medical College, Nandyal",P2
412322,F,BC-E,AP,NRI,"Government Medical College, Nandyal",P2
447728,F,OC,AP,NRI,"Government Medical College, Nandyal",P2
460522,M,BC-A,AP,NRI,"Government Medical College, Nandyal",P2
545337,M,OC,AP,NRI,"Government Medical College, Nandyal",P2
625417,M,OC,AP,NRI,"Government Medical College, Nandyal",P2
626001,M,OC,AP,NRI,"Government Medical College, Nandyal",P2
696693,M,OC,AP,NRI,"Government Medical College, Nandyal",P2
782075,F,OC,AP,NRI,"Government Medical College, Nandyal",P2
799899,M,BC-D,AP,NRI,"Government Medical College, Nandyal",P2
848999,F,OC,AP,NRI,"Government Medical College, Nandyal",P2
1015190,F,SC,AP,NRI,"Government Medical College, Nandyal",P2
1029887,M,ST,AP,NRI,"Government Medical College, Nandyal",P2
1094254,M,BC-B,AP,NRI,"Government Medical College, Nandyal",P2
1146886,F,BC-E,AP,NRI,"Government Medical College, Nandyal",P2
80257,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
85090,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
85829,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P2
92007,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P2
94361,M,OC,AP,,"Government Medical College, Rajamahendravaram",P2
100572,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
104458,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
112201,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
120557,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P2
122630,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
125842,M,BC-D,AP,,"Government Medical College, Rajamahendravaram",P2
126284,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P2
130998,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
133181,F,BC-A,AP,,"Government Medical College, Rajamahendravaram",P2
136655,M,BC-D,AP,,"Government Medical College, Rajamahendravaram",P2
138698,F,BC-A,AP,,"Government Medical College, Rajamahendravaram",P2
138986,M,OC,AP,,"Government Medical College, Rajamahendravaram",P2
141287,M,BC-A,AP,,"Government Medical College, Rajamahendravaram",P2
142000,F,BC-A,AP,,"Government Medical College, Rajamahendravaram",P2
144485,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
145756,M,BC-D,AP,,"Government Medical College, Rajamahendravaram",P2
145809,F,BC-B,AP,,"Government Medical College, Rajamahendravaram",P2
152163,M,BC-D,AP,,"Government Medical College, Rajamahendravaram",P2
154620,M,OC,AP,,"Government Medical College, Rajamahendravaram",P2
161862,F,BC-B,AP,,"Government Medical College, Rajamahendravaram",P2
165730,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
168802,F,BC-B,AP,,"Government Medical College, Rajamahendravaram",P2
170408,M,BC-B,AP,,"Government Medical College, Rajamahendravaram",P2
173904,M,BC-B,AP,,"Government Medical College, Rajamahendravaram",P2
176783,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
184463,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
188443,M,OC,AP,,"Government Medical College, Rajamahendravaram",P2
188642,M,OC,AP,,"Government Medical College, Rajamahendravaram",P2
192152,F,BC-A,AP,,"Government Medical College, Rajamahendravaram",P2
193680,M,BC-B,AP,,"Government Medical College, Rajamahendravaram",P2
194586,M,OC,AP,,"Government Medical College, Rajamahendravaram",P2
194631,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
196327,M,SC,AP,,"Government Medical College, Rajamahendravaram",P2
197911,F,OC,AP,,"Government Medical College, Rajamahendravaram",P2
198480,F,BC-D,AP,,"Government Medical College, Rajamahendravaram",P2
203636,M,OC,AP,,"Government Medical College, Rajamahendravaram",P2
205168,M,OC,AP,,"Government Medical College, Rajamahendravaram",P2
205596,M,OC,AP,,"Government Medical College, Rajamahendravaram",P2
206928,F,SC,AP,,"Government Medical College, Rajamahendravaram",P2
211222,F,SC,AP,,"Government Medical College, Rajamahendravaram",P2
369025,F,OC,AP,NRI,"Government Medical College, Rajamahendravaram",P2
379180,M,SC,AP,NRI,"Government Medical College, Rajamahendravaram",P2
465890,M,BC-D,AP,NRI,"Government Medical College, Rajamahendravaram",P2
527624,F,BC-D,AP,NRI,"Government Medical College, Rajamahendravaram",P2
553662,M,SC,AP,NRI,"Government Medical College, Rajamahendravaram",P2
794828,F,OC,AP,NRI,"Government Medical College, Rajamahendravaram",P2
830906,M,OC,OTHERS,NRI,"Government Medical College, Rajamahendravaram",P2
910462,F,OC,AP,NRI,"Government Medical College, Rajamahendravaram",P2
1000393,M,BC-D,AP,NRI,"Government Medical College, Rajamahendravaram",P2
70254,F,OC,AP,,"Government Medical College, Vizianagaram",P2
76122,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
81470,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
81714,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
83278,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
88451,F,OC,AP,,"Government Medical College, Vizianagaram",P2
89246,M,OC,AP,,"Government Medical College, Vizianagaram",P2
102612,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
106203,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
106360,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
107268,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
108147,F,BC-A,AP,,"Government Medical College, Vizianagaram",P2
116609,M,BC-B,AP,,"Government Medical College, Vizianagaram",P2
116739,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
118321,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
121690,M,BC-B,AP,,"Government Medical College, Vizianagaram",P2
121980,F,BC-A,AP,,"Government Medical College, Vizianagaram",P2
124789,F,BC-A,AP,,"Government Medical College, Vizianagaram",P2
124805,M,OC,AP,,"Government Medical College, Vizianagaram",P2
126821,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
126915,M,OC,AP,,"Government Medical College, Vizianagaram",P2
142298,F,BC-A,AP,,"Government Medical College, Vizianagaram",P2
145268,F,OC,AP,,"Government Medical College, Vizianagaram",P2
145765,F,OC,AP,,"Government Medical College, Vizianagaram",P2
147850,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
149399,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
152327,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
153320,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
161751,M,BC-A,AP,,"Government Medical College, Vizianagaram",P2
167548,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
168151,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
170349,M,BC-B,AP,,"Government Medical College, Vizianagaram",P2
170601,M,BC-A,AP,,"Government Medical College, Vizianagaram",P2
172708,F,OC,AP,,"Government Medical College, Vizianagaram",P2
173092,F,BC-D,AP,,"Government Medical College, Vizianagaram",P2
174050,F,BC-A,AP,,"Government Medical College, Vizianagaram",P2
180268,F,BC-B,AP,,"Government Medical College, Vizianagaram",P2
183369,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
186813,F,BC-A,AP,,"Government Medical College, Vizianagaram",P2
199985,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
200035,M,BC-B,AP,,"Government Medical College, Vizianagaram",P2
201037,M,BC-D,AP,,"Government Medical College, Vizianagaram",P2
206631,M,OC,AP,,"Government Medical College, Vizianagaram",P2
206942,F,BC-A,AP,,"Government Medical College, Vizianagaram",P2
208299,M,SC,AP,,"Government Medical College, Vizianagaram",P2
412444,F,BC-D,AP,NRI,"Government Medical College, Vizianagaram",P2
615166,M,SC,AP,NRI,"Government Medical College, Vizianagaram",P2
648419,F,BC-A,AP,NRI,"Government Medical College, Vizianagaram",P2
1107354,F,BC-E,AP,NRI,"Government Medical College, Vizianagaram",P2
1149594,M,SC,AP,NRI,"Government Medical College, Vizianagaram",P2
79789,F,BC-D,AP,B1,"Great Eastern Medical School and Hospital , Srikakulam",P2
97000,F,BC-D,AP,B1,"Great Eastern Medical School and Hospital , Srikakulam",P2
98937,M,OC,OTHERS,B1,"Great Eastern Medical School and Hospital , Srikakulam",P2
103601,M,OC,OTHERS,B1,"Great Eastern Medical School and Hospital , Srikakulam",P2
119733,F,OC,OTHERS,B1,"Great Eastern Medical School and Hospital , Srikakulam",P2
128267,F,OC,OTHERS,B1,"Great Eastern Medical School and Hospital , Srikakulam",P2
128868,F,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
129928,M,OC,OTHERS,B1,"Great Eastern Medical School and Hospital , Srikakulam",P2
131451,F,OC,OTHERS,B1,"Great Eastern Medical School and Hospital , Srikakulam",P2
139879,F,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
139977,F,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
157790,M,BC-A,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
163727,M,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
184372,F,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
220346,M,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
222879,F,BC-A,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
225521,M,BC-A,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
228558,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
232112,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
236497,M,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
241034,M,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
243742,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
244290,M,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
245256,F,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
246256,M,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
248974,M,BC-C,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
250222,M,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
254379,M,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
255169,F,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
255713,M,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
256679,M,BC-E,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
256748,M,BC-B,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
256828,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
263196,M,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
263438,M,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
266283,M,BC-E,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
267960,M,SC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
269986,M,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
270024,M,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
271480,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
275811,M,BC-A,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
278745,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
281483,F,BC-B,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
281694,F,BC-A,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
283536,F,BC-B,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
283992,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
287631,F,BC-D,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
290856,F,BC-B,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
290958,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
291008,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
291289,F,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
293757,F,BC-E,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
294172,M,OC,AP,B2,"Great Eastern Medical School and Hospital , Srikakulam",P2
330208,F,BC-A,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
384378,F,BC-A,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
398905,M,OC,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
403636,F,BC-D,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
452275,F,BC-B,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
487044,F,OC,OTHERS,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
546632,M,BC-A,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
595953,F,BC-B,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
601915,M,OC,OTHERS,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
605525,M,BC-D,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
729003,M,OC,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
759478,F,OC,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
852851,F,BC-D,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
856035,F,OC,OTHERS,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
863160,F,OC,OTHERS,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
1035631,F,BC-D,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
1040721,F,BC-A,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
1041044,M,BC-B,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
1087306,F,BC-A,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
1133199,F,BC-A,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
1147376,F,BC-D,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
1156168,F,BC-D,AP,NRI,"Great Eastern Medical School and Hospital , Srikakulam",P2
78214,F,OC,AP,B1,"GSL Medical College, Rajamahendravaram",P2
80329,F,OC,AP,B1,"GSL Medical College, Rajamahendravaram",P2
81404,F,BC-D,AP,B1,"GSL Medical College, Rajamahendravaram",P2
83890,M,OC,AP,B1,"GSL Medical College, Rajamahendravaram",P2
86536,M,OC,OTHERS,B1,"GSL Medical College, Rajamahendravaram",P2
96566,F,OC,OTHERS,B1,"GSL Medical College, Rajamahendravaram",P2
97648,F,OC,AP,B1,"GSL Medical College, Rajamahendravaram",P2
101063,F,OC,OTHERS,B1,"GSL Medical College, Rajamahendravaram",P2
106578,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
108122,F,OC,AP,B1,"GSL Medical College, Rajamahendravaram",P2
109230,F,OC,OTHERS,B1,"GSL Medical College, Rajamahendravaram",P2
113169,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
114219,M,BC-D,AP,B1,"GSL Medical College, Rajamahendravaram",P2
115285,F,BC-D,AP,B1,"GSL Medical College, Rajamahendravaram",P2
117213,M,BC-E,OTHERS,B1,"GSL Medical College, Rajamahendravaram",P2
118889,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
119002,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
119110,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
120799,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
124927,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
125696,F,BC-B,AP,B2,"GSL Medical College, Rajamahendravaram",P2
125829,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
126541,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
127988,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
129080,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
132689,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
141959,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
145445,F,BC-D,AP,B2,"GSL Medical College, Rajamahendravaram",P2
145681,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
146687,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
155609,M,BC-A,AP,B2,"GSL Medical College, Rajamahendravaram",P2
155740,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
156905,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
159577,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
160497,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
160507,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
163342,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
164020,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
164500,M,BC-D,AP,B2,"GSL Medical College, Rajamahendravaram",P2
166355,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
169582,F,BC-E,AP,B2,"GSL Medical College, Rajamahendravaram",P2
171697,F,BC-B,AP,B2,"GSL Medical College, Rajamahendravaram",P2
172447,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
175120,F,BC-D,AP,B2,"GSL Medical College, Rajamahendravaram",P2
175496,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
175513,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
176037,M,SC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
176486,F,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
176648,M,BC-D,AP,B2,"GSL Medical College, Rajamahendravaram",P2
176714,F,SC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
177085,M,OC,AP,B2,"GSL Medical College, Rajamahendravaram",P2
