COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,PHASE,Category
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",1046980,SVU,SC,M,NO,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",1183112,OU,BCB,M,NO,NRI,NO,P2,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",71114,SVU,OC,F,NO,NO,NO,P2,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",91286,NL,OC,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",93025,NL,OC,F,NO,NO,NO,P3,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",99222,NL,OC,M,NO,NO,NO,P3,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",99387,NL,OC,F,NO,NO,NO,P3,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",100501,NL,OC,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",103591,NL,OC,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",105346,NL,OC,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",176696,OU,BCD,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",190669,OU,BCB,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",191972,OU,OC,F,MSM,NO,NO,P3,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",192143,OU,BCB,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",203256,OU,BCD,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",204356,OU,BCE,M,MSM,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",209758,OU,BCD,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",212700,OU,BCB,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",213969,OU,OC,F,MSM,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",216911,OU,OC,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",217419,OU,OC,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",218168,OU,BCD,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",219914,OU,BCD,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",220468,OU,BCB,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",221123,OU,BCD,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",221252,OU,BCD,F,NO,NO,NO,P2,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",222601,OU,BCD,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",224578,OU,OC,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",226713,OU,BCD,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",226966,OU,OC,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",228464,OU,OC,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",231077,OU,BCB,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",231580,OU,BCD,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",232074,OU,BCD,M,NO,NO,NO,P2,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",236132,OU,OC,F,NO,NO,NO,P2,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",240320,OU,BCD,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",242318,OU,ST,F,NO,NO,NO,P2,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",242397,OU,BCD,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",242847,OU,OC,F,NO,NO,NO,P2,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",245065,OU,OC,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",249027,OU,BCD,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",250033,OU,OC,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",251916,OU,OC,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",253505,OU,BCB,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",256378,OU,BCD,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",256448,OU,OC,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",256661,OU,OC,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",258024,OU,BCD,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",258070,OU,BCD,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",258261,OU,BCB,M,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",259699,OU,BCB,F,NO,NO,NO,P1,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",259734,OU,BCB,M,NO,NO,NO,P2,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",261289,OU,BCA,F,NO,NO,NO,P3,B
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",443771,OU,OC,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",552086,OU,BCB,F,NO,NRI,NO,P2,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",642434,OU,OC,F,NO,NRI,NO,P2,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",658444,OU,OC,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",671054,OU,SC,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",689655,OU,BCE,F,MSM,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",700185,OU,ST,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",720548,OU,SC,M,NO,NRI,NO,P2,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",766443,OU,ST,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",769262,NL,OC,M,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",778117,OU,OC,F,NO,NRI,NO,P3,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",809165,OU,BCA,M,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",813202,OU,OC,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",822563,OU,OC,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",829941,OU,OC,M,MSM,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",833776,OU,OC,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",881209,OU,BCD,M,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",999779,OU,OC,M,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1002846,OU,BCB,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1030911,OU,BCD,F,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1103888,OU,ST,M,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1110548,OU,ST,M,NO,NRI,NO,P1,C
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1139706,OU,BCA,F,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",92192,NL,OC,F,NO,NO,NO,P2,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",94634,NL,OC,M,NO,NO,NO,P2,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",96163,NL,OC,M,NO,NO,NO,P2,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",111115,NL,OC,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",113923,NL,OC,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",114887,NL,OC,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",121560,NL,OC,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",121761,NL,OC,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",228723,OU,OC,M,MSM,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",272995,OU,BCB,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",281817,OU,BCB,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",289020,OU,BCD,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",339268,OU,OC,F,NO,NRI,NO,P2,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",349629,OU,OC,M,NO,NO,NO,P2,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",351512,OU,BCD,F,NO,NO,NO,P2,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",358630,OU,OC,F,NO,NRI,NO,P2,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",370362,OU,BCD,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",387681,OU,BCD,F,NO,NO,NO,P2,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",395137,OU,BCA,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",396447,OU,OC,F,NO,NRI,NO,P2,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",397602,OU,BCB,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",398499,OU,BCD,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",398793,OU,SC,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",399080,OU,BCB,M,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",407891,OU,OC,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",408673,OU,OC,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",410354,OU,OC,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",414892,OU,BCD,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",418209,OU,BCB,F,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",419531,OU,BCD,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",419680,OU,ST,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",422623,OU,BCD,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",422719,OU,OC,F,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",430718,OU,BCA,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",432224,OU,BCD,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",432700,OU,ST,F,NO,NRI,NO,P3,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",435672,OU,OC,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",435797,OU,BCB,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",435828,OU,BCD,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",436536,OU,OC,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",438133,OU,OC,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",439187,OU,OC,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",439262,OU,BCA,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",439392,OU,OC,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",440825,OU,BCA,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",440959,OU,OC,F,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",441550,OU,BCB,M,NO,NO,NO,P1,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",447977,OU,OC,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",449479,OU,BCD,M,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",451156,OU,OC,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",453222,OU,OC,F,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",453485,OU,BCD,M,NO,NO,NO,P3,B
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",531317,NL,OC,F,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",542786,OU,OC,M,NO,NRI,NO,P3,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",639047,NL,OC,F,NO,NRI,NO,P2,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",642694,NL,SC,M,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",646921,OU,BCE,M,MSM,NRI,NO,P3,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",661202,NL,OC,M,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",677911,NL,OC,F,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",705387,NL,OC,F,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",818337,NL,OC,M,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",897145,NL,OC,M,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",912060,OU,OC,M,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",1093062,NL,OC,M,NO,NRI,NO,P1,C
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",1215627,OU,BCC,M,NO,NRI,NO,P1,C
"MNR MEDICAL COLLEGE, SANGAREDDY",102338,NL,OC,M,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",107653,NL,OC,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",112462,NL,OC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",115457,NL,OC,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",118429,NL,OC,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",119256,NL,OC,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",123527,NL,OC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",123879,NL,OC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",205939,OU,OC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",288826,OU,BCD,F,NO,NO,NO,P2,B
"MNR MEDICAL COLLEGE, SANGAREDDY",294560,OU,BCB,F,NO,NRI,NO,P1,C
"MNR MEDICAL COLLEGE, SANGAREDDY",295768,OU,SC,F,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",300939,OU,OC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",310404,OU,OC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",326911,OU,OC,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",329752,OU,BCE,M,MSM,NO,NO,P2,B
"MNR MEDICAL COLLEGE, SANGAREDDY",330014,OU,BCA,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",335432,OU,BCA,F,NO,NO,NO,P2,B
"MNR MEDICAL COLLEGE, SANGAREDDY",347677,OU,BCE,M,MSM,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",349053,OU,SC,M,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",349902,OU,OC,F,NO,NRI,NO,P1,C
"MNR MEDICAL COLLEGE, SANGAREDDY",351384,OU,OC,F,NO,NO,NO,P2,B
"MNR MEDICAL COLLEGE, SANGAREDDY",353264,OU,OC,M,MSM,NO,NO,P2,B
"MNR MEDICAL COLLEGE, SANGAREDDY",353324,OU,BCD,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",355737,OU,OC,F,NO,NRI,NO,P2,C
"MNR MEDICAL COLLEGE, SANGAREDDY",358869,OU,OC,F,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",362460,OU,BCD,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",363076,OU,OC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",364541,OU,BCD,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",369857,OU,SC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",373648,OU,BCD,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",374592,OU,BCD,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",375424,OU,OC,M,NO,NO,YES,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",377155,OU,BCB,F,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",379671,OU,BCB,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",383083,OU,SC,F,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",383390,OU,BCE,F,MSM,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",384350,OU,BCE,F,MSM,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",388054,OU,BCD,M,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",391467,OU,OC,F,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",393935,OU,BCA,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",394489,OU,BCB,M,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",396148,OU,BCA,M,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",398193,OU,BCB,M,NO,NO,NO,P3,B
"MNR MEDICAL COLLEGE, SANGAREDDY",398962,OU,BCB,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",401001,OU,BCA,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",409805,OU,OC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",409840,OU,BCD,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",412814,OU,OC,F,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",414619,OU,BCB,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",415419,OU,OC,M,NO,NO,NO,P1,B
"MNR MEDICAL COLLEGE, SANGAREDDY",420746,OU,OC,M,NO,NRI,NO,P1,C
"MNR MEDICAL COLLEGE, SANGAREDDY",438742,OU,OC,F,NO,NRI,NO,P1,C
"MNR MEDICAL COLLEGE, SANGAREDDY",476095,NL,OC,F,NO,NRI,NO,P3,C
"MNR MEDICAL COLLEGE, SANGAREDDY",556700,OU,OC,F,NO,NRI,NO,P3,C
"MNR MEDICAL COLLEGE, SANGAREDDY",654001,AU,OC,F,NO,NRI,NO,P3,C
"MNR MEDICAL COLLEGE, SANGAREDDY",689546,OU,OC,F,NO,NRI,NO,P3,C
"MNR MEDICAL COLLEGE, SANGAREDDY",730221,SVU,BCB,M,NO,NRI,NO,P2,C
"MNR MEDICAL COLLEGE, SANGAREDDY",762765,OU,OC,M,MSM,NRI,NO,P3,C
"MNR MEDICAL COLLEGE, SANGAREDDY",763030,OU,BCD,F,NO,NRI,NO,P3,C
"MNR MEDICAL COLLEGE, SANGAREDDY",816289,NL,OC,F,MSM,NRI,NO,P2,C
"MNR MEDICAL COLLEGE, SANGAREDDY",857448,OU,OC,F,NO,NRI,NO,P2,C
"MNR MEDICAL COLLEGE, SANGAREDDY",874108,OU,SC,M,NO,NRI,NO,P3,C
"MNR MEDICAL COLLEGE, SANGAREDDY",882573,OU,BCD,M,NO,NRI,NO,P3,C
"MNR MEDICAL COLLEGE, SANGAREDDY",931470,OU,OC,M,NO,NRI,NO,P2,C
"MNR MEDICAL COLLEGE, SANGAREDDY",969786,OU,BCB,F,NO,NRI,NO,P3,C
"MNR MEDICAL COLLEGE, SANGAREDDY",980885,OU,OC,F,NO,NRI,NO,P2,C
"MNR MEDICAL COLLEGE, SANGAREDDY",986181,OU,OC,M,NO,NRI,NO,P1,C
"MNR MEDICAL COLLEGE, SANGAREDDY",1092939,NL,SC,F,NO,NRI,NO,P2,C
"RVM MEDICAL COLLEGE, MULUGU",94306,NL,OC,F,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",95457,NL,OC,M,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",96423,NL,OC,M,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",97504,NL,OC,M,NO,NO,NO,P3,B
"RVM MEDICAL COLLEGE, MULUGU",99893,NL,OC,F,NO,NO,NO,P3,B
"RVM MEDICAL COLLEGE, MULUGU",101510,NL,OC,M,NO,NO,NO,P3,B
"RVM MEDICAL COLLEGE, MULUGU",104772,NL,OC,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",106106,NL,OC,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",110792,NL,OC,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",114443,NL,OC,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",115359,NL,OC,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",119494,NL,OC,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",119546,NL,OC,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",188102,OU,OC,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",248726,OU,SC,M,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",251880,OU,BCD,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",253839,OU,BCD,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",257500,OU,OC,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",262063,OU,ST,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",267266,OU,OC,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",282238,OU,BCD,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",289321,OU,OC,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",289606,OU,BCA,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",299285,OU,SC,M,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",301083,OU,BCA,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",303329,OU,ST,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",303800,OU,OC,F,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",306554,OU,BCE,M,MSM,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",306953,OU,OC,F,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",308797,OU,ST,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",316480,OU,BCB,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",318285,OU,BCA,F,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",320189,OU,OC,F,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",320213,OU,ST,M,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",321950,OU,BCA,M,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",322197,OU,OC,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",322206,OU,BCB,F,NO,NO,NO,P2,B
"RVM MEDICAL COLLEGE, MULUGU",323642,OU,BCD,F,NO,NO,NO,P1,B
"RVM MEDICAL COLLEGE, MULUGU",327588,OU,BCA,M,NO,NO,NO,P3,B
"RVM MEDICAL COLLEGE, MULUGU",329479,OU,OC,M,NO,NO,NO,P1,B
